time,open,high,low,close,tick_volume,spread,real_volume,Datetime,month,year,day_week,date,symbol
1543968000,1238.85,1239.21,1233.27,1237.02,38772,0,0,05.12.2018,12,2018,2,05.12.2018,XAUUSD
1544054400,1237.58,1244.29,1234.72,1237.75,58722,0,0,06.12.2018,12,2018,3,06.12.2018,XAUUSD
1544140800,1237.19,1250,1237.14,1248.29,51636,0,0,07.12.2018,12,2018,4,07.12.2018,XAUUSD
1544400000,1249.56,1250.88,1241.56,1244.31,49029,0,0,10.12.2018,12,2018,0,10.12.2018,XAUUSD
1544486400,1244,1249.48,1241,1242.96,45630,0,0,11.12.2018,12,2018,1,11.12.2018,XAUUSD
1544572800,1242.91,1247.11,1241.97,1245.45,41877,0,0,12.12.2018,12,2018,2,12.12.2018,XAUUSD
1544659200,1245.61,1246.69,1240.1,1241.89,40814,0,0,13.12.2018,12,2018,3,13.12.2018,XAUUSD
1544745600,1241.67,1243.02,1232.88,1238.18,41254,0,0,14.12.2018,12,2018,4,14.12.2018,XAUUSD
1545004800,1238.88,1248.07,1235.76,1245.82,38514,0,0,17.12.2018,12,2018,0,17.12.2018,XAUUSD
1545091200,1245.77,1250.34,1245.03,1249.38,39914,0,0,18.12.2018,12,2018,1,18.12.2018,XAUUSD
1545177600,1249.59,1257.99,1241.69,1242.91,55554,0,0,19.12.2018,12,2018,2,19.12.2018,XAUUSD
1545264000,1242.99,1266.44,1242.71,1259.63,63752,0,0,20.12.2018,12,2018,3,20.12.2018,XAUUSD
1545350400,1260.32,1262.72,1253.89,1255.47,50986,0,0,21.12.2018,12,2018,4,21.12.2018,XAUUSD
1545609600,1257.42,1270.06,1257.06,1268.92,44710,0,0,24.12.2018,12,2018,0,24.12.2018,XAUUSD
1545782400,1269.06,1279.06,1264.25,1266.87,60525,0,0,26.12.2018,12,2018,2,26.12.2018,XAUUSD
1545868800,1266.61,1278.9,1266.12,1275.55,60146,0,0,27.12.2018,12,2018,3,27.12.2018,XAUUSD
1545955200,1275.36,1282.09,1274.24,1280.69,50469,0,0,28.12.2018,12,2018,4,28.12.2018,XAUUSD
1546214400,1280.18,1284.03,1277.4,1282.38,43574,0,0,31.12.2018,12,2018,0,31.12.2018,XAUUSD
1546387200,1282.46,1288.69,1278.67,1284.43,57533,0,0,02.01.2019,1,2019,2,02.01.2019,XAUUSD
1546473600,1285.4,1294.88,1283.85,1294.11,65784,0,0,03.01.2019,1,2019,3,03.01.2019,XAUUSD
1546560000,1293.79,1298.49,1276.58,1284.62,62873,0,0,04.01.2019,1,2019,4,04.01.2019,XAUUSD
1546819200,1284.81,1295.03,1282.64,1289.16,50089,0,0,07.01.2019,1,2019,0,07.01.2019,XAUUSD
1546905600,1288.58,1290.17,1279.36,1285.23,46007,0,0,08.01.2019,1,2019,1,08.01.2019,XAUUSD
1546992000,1284.64,1293.82,1280.06,1293.18,50871,0,0,09.01.2019,1,2019,2,09.01.2019,XAUUSD
1547078400,1293.68,1297.02,1286.12,1286.43,47894,0,0,10.01.2019,1,2019,3,10.01.2019,XAUUSD
1547164800,1286.65,1295.11,1286.44,1287.39,44786,0,0,11.01.2019,1,2019,4,11.01.2019,XAUUSD
1547424000,1287.51,1295.83,1287.27,1291.48,45433,0,0,14.01.2019,1,2019,0,14.01.2019,XAUUSD
1547510400,1291.78,1294.66,1286.69,1289.25,46473,0,0,15.01.2019,1,2019,1,15.01.2019,XAUUSD
1547596800,1288.65,1294.96,1287.84,1293.43,40625,0,0,16.01.2019,1,2019,2,16.01.2019,XAUUSD
1547683200,1293.91,1295.29,1288.71,1291.89,41060,0,0,17.01.2019,1,2019,3,17.01.2019,XAUUSD
1547769600,1291.99,1292.45,1280.61,1281.47,42128,0,0,18.01.2019,1,2019,4,18.01.2019,XAUUSD
1548028800,1281.51,1283.52,1276.74,1280.19,26219,0,0,21.01.2019,1,2019,0,21.01.2019,XAUUSD
1548115200,1279.46,1285.45,1277.39,1284.97,38591,0,0,22.01.2019,1,2019,1,22.01.2019,XAUUSD
1548201600,1284.82,1286.48,1278.63,1282.62,37832,0,0,23.01.2019,1,2019,2,23.01.2019,XAUUSD
1548288000,1282.53,1284.78,1276.72,1281.02,41792,0,0,24.01.2019,1,2019,3,24.01.2019,XAUUSD
1548374400,1280.6,1304.03,1279.89,1303.04,45880,0,0,25.01.2019,1,2019,4,25.01.2019,XAUUSD
1548633600,1302.82,1304.39,1297.64,1303.12,41670,0,0,28.01.2019,1,2019,0,28.01.2019,XAUUSD
1548720000,1302.06,1311.93,1302.06,1311.4,44489,0,0,29.01.2019,1,2019,1,29.01.2019,XAUUSD
1548806400,1311.69,1323.32,1309.01,1319.6,51942,0,0,30.01.2019,1,2019,2,30.01.2019,XAUUSD
1548892800,1320.27,1326.23,1317.45,1321.29,47977,0,0,31.01.2019,1,2019,3,31.01.2019,XAUUSD
1548979200,1321,1323.51,1316.11,1317.52,45548,0,0,01.02.2019,2,2019,4,01.02.2019,XAUUSD
1549238400,1317.93,1319.02,1308.6,1312.05,39269,0,0,04.02.2019,2,2019,0,04.02.2019,XAUUSD
1549324800,1312.03,1316.84,1310.69,1315.18,39434,0,0,05.02.2019,2,2019,1,05.02.2019,XAUUSD
1549411200,1315.01,1315.78,1305.66,1306.44,38530,0,0,06.02.2019,2,2019,2,06.02.2019,XAUUSD
1549497600,1305.64,1311.91,1302.74,1310.03,42515,0,0,07.02.2019,2,2019,3,07.02.2019,XAUUSD
1549584000,1310.08,1315.6,1307.75,1314.05,37753,0,0,08.02.2019,2,2019,4,08.02.2019,XAUUSD
1549843200,1314.12,1314.83,1303.65,1308.08,40581,0,0,11.02.2019,2,2019,0,11.02.2019,XAUUSD
1549929600,1307.89,1314.75,1306.48,1310.7,40333,0,0,12.02.2019,2,2019,1,12.02.2019,XAUUSD
1550016000,1309.8,1318.15,1305.01,1306.08,42479,0,0,13.02.2019,2,2019,2,13.02.2019,XAUUSD
1550102400,1305.76,1314.35,1302.3,1312.35,47867,0,0,14.02.2019,2,2019,3,14.02.2019,XAUUSD
1550188800,1312.57,1322.57,1311.37,1321.01,45215,0,0,15.02.2019,2,2019,4,15.02.2019,XAUUSD
1550448000,1321.23,1327.58,1320.61,1326.22,28513,0,0,18.02.2019,2,2019,0,18.02.2019,XAUUSD
1550534400,1326.32,1341.8,1322.83,1340.99,44865,0,0,19.02.2019,2,2019,1,19.02.2019,XAUUSD
1550620800,1340.41,1346.69,1336.8,1338.42,51356,0,0,20.02.2019,2,2019,2,20.02.2019,XAUUSD
1550707200,1338.6,1341.46,1321.01,1323.21,52817,0,0,21.02.2019,2,2019,3,21.02.2019,XAUUSD
1550793600,1322.4,1333.06,1321.46,1327.86,46367,0,0,22.02.2019,2,2019,4,22.02.2019,XAUUSD
1551052800,1328.98,1332.51,1325.11,1327.34,45654,0,0,25.02.2019,2,2019,0,25.02.2019,XAUUSD
1551139200,1327.47,1330.13,1323.48,1328.88,44477,0,0,26.02.2019,2,2019,1,26.02.2019,XAUUSD
1551225600,1328.75,1329.86,1316.9,1319.7,45424,0,0,27.02.2019,2,2019,2,27.02.2019,XAUUSD
1551312000,1318.67,1327.24,1312.59,1313.08,48429,0,0,28.02.2019,2,2019,3,28.02.2019,XAUUSD
1551398400,1313.1,1315.19,1290.16,1293.29,56959,0,0,01.03.2019,3,2019,4,01.03.2019,XAUUSD
1551657600,1293.24,1297.02,1282.78,1286.57,51474,0,0,04.03.2019,3,2019,0,04.03.2019,XAUUSD
1551744000,1286.44,1289.58,1281.12,1287.74,45815,0,0,05.03.2019,3,2019,1,05.03.2019,XAUUSD
1551830400,1286.87,1290.89,1283.58,1286.34,44016,0,0,06.03.2019,3,2019,2,06.03.2019,XAUUSD
1551916800,1286.29,1288.96,1280.83,1285.47,45025,0,0,07.03.2019,3,2019,3,07.03.2019,XAUUSD
1552003200,1285.7,1300.66,1285.15,1298.29,49346,0,0,08.03.2019,3,2019,4,08.03.2019,XAUUSD
1552262400,1297.7,1299.07,1290.43,1293.33,39127,0,0,11.03.2019,3,2019,0,11.03.2019,XAUUSD
1552348800,1293.6,1302.08,1292.01,1301.35,41831,0,0,12.03.2019,3,2019,1,12.03.2019,XAUUSD
1552435200,1301.27,1311.18,1300.56,1308.96,38539,0,0,13.03.2019,3,2019,2,13.03.2019,XAUUSD
1552521600,1308.71,1310.3,1292.78,1296.03,42584,0,0,14.03.2019,3,2019,3,14.03.2019,XAUUSD
1552608000,1295.94,1306.33,1293.96,1302.07,43296,0,0,15.03.2019,3,2019,4,15.03.2019,XAUUSD
1552867200,1301.98,1306.67,1298.16,1303.53,37666,0,0,18.03.2019,3,2019,0,18.03.2019,XAUUSD
1552953600,1303.24,1310.83,1302.28,1306.37,38318,0,0,19.03.2019,3,2019,1,19.03.2019,XAUUSD
1553040000,1305.14,1316.88,1298.62,1312.45,54045,0,0,20.03.2019,3,2019,2,20.03.2019,XAUUSD
1553126400,1312.76,1320.31,1303.22,1309.32,50072,0,0,21.03.2019,3,2019,3,21.03.2019,XAUUSD
1553212800,1309.32,1314.89,1306.79,1313.22,50485,0,0,22.03.2019,3,2019,4,22.03.2019,XAUUSD
1553472000,1313.39,1324.46,1310.94,1321.76,46909,0,0,25.03.2019,3,2019,0,25.03.2019,XAUUSD
1553558400,1321.63,1323.21,1312.65,1315.52,49361,0,0,26.03.2019,3,2019,1,26.03.2019,XAUUSD
1553644800,1315.71,1319.23,1308.09,1309.27,56251,0,0,27.03.2019,3,2019,2,27.03.2019,XAUUSD
1553731200,1309.06,1312.28,1288.45,1290.21,54934,0,0,28.03.2019,3,2019,3,28.03.2019,XAUUSD
1553817600,1290.33,1299.75,1286.7,1291.96,53102,0,0,29.03.2019,3,2019,4,29.03.2019,XAUUSD
1554076800,1292.33,1296.97,1286.45,1287.56,49389,0,0,01.04.2019,4,2019,0,01.04.2019,XAUUSD
1554163200,1287.32,1292.53,1284.67,1292.34,44065,0,0,02.04.2019,4,2019,1,02.04.2019,XAUUSD
1554249600,1292.05,1294.55,1288.36,1289.76,41333,0,0,03.04.2019,4,2019,2,03.04.2019,XAUUSD
1554336000,1289.68,1294.35,1280.82,1292.14,44126,0,0,04.04.2019,4,2019,3,04.04.2019,XAUUSD
1554422400,1292.04,1293.57,1284.33,1291.46,46349,0,0,05.04.2019,4,2019,4,05.04.2019,XAUUSD
1554681600,1291.58,1303.66,1291.37,1297.33,40867,0,0,08.04.2019,4,2019,0,08.04.2019,XAUUSD
1554768000,1297.28,1306.12,1296.53,1303.98,40902,0,0,09.04.2019,4,2019,1,09.04.2019,XAUUSD
1554854400,1303.83,1310.54,1300.87,1307.95,42479,0,0,10.04.2019,4,2019,2,10.04.2019,XAUUSD
1554940800,1307.91,1309.14,1289.57,1292.5,46061,0,0,11.04.2019,4,2019,3,11.04.2019,XAUUSD
1555027200,1292.02,1295.69,1289.98,1290.49,42102,0,0,12.04.2019,4,2019,4,12.04.2019,XAUUSD
