Datetime,time,open,high,low,close,tick_volume,spread,real_volume,month,year,day_week,date,Mean,Mead,Max_Mean,Max_Min,SMA,SMA_Diff_1,SMA_Diff_Perc_1,SMA_Diff_2,SMA_Diff_Perc_2,Diff_Diff,Mean_Diff,Change,returns,volatility
2020-01-07,1578355200,69.379,69.696,68.578,69.218,25292,30,0,1,2020,1,2020-01-07,69.21775,69.137,0.47825000000000273,1.117999999999995,,,,,,,,1.6302604333751276,,
2020-01-08,1578441600,69.218,72.472,65.789,66.671,46419,36,0,1,2020,2,2020-01-08,68.5375,69.1305,3.9345,6.682999999999993,,,,,,-2.546999999999997,-0.6802500000000009,10.158233139278591,2.546999999999997,
2020-01-09,1578528000,66.691,66.949,65.362,66.207,28296,36,0,1,2020,3,2020-01-09,66.30224999999999,66.15549999999999,0.6467500000000115,1.5870000000000033,,,,,,-0.46400000000001285,-2.2352500000000077,2.4280162785716524,0.46400000000001285,
2020-01-10,1578614400,66.197,66.442,65.637,65.795,22968,36,0,1,2020,4,2020-01-10,66.01775,66.0395,0.42424999999998647,0.8049999999999926,,,,,,-0.41199999999999193,-0.28449999999998,1.22644240291298,0.41199999999999193,
2020-01-13,1578873600,65.406,65.79,64.45,64.746,26024,14,0,1,2020,0,2020-01-13,65.098,65.12,0.6920000000000073,1.3400000000000034,,,,,,-1.0490000000000066,-0.9197500000000076,2.079131109387127,1.0490000000000066,
2020-01-14,1578960000,64.78,65.55,64.42,64.92,27387,14,0,1,2020,1,2020-01-14,64.9175,64.985,0.6324999999999932,1.1299999999999955,,,,,,0.1740000000000066,-0.180499999999995,1.7541136293076613,0.1740000000000066,
2020-01-15,1579046400,64.853,65.07,64.02,64.8,24811,14,0,1,2020,2,2020-01-15,64.68575,64.54499999999999,0.38424999999999443,1.0499999999999972,,,,,,-0.12000000000000455,-0.23175000000000523,1.6401124648547285,0.12000000000000455,
2020-01-16,1579132800,64.706,65.39,64.34,65.17,24808,14,0,1,2020,3,2020-01-16,64.9015,64.86500000000001,0.48850000000000193,1.0499999999999972,,,,,,0.37000000000000455,0.2157499999999999,1.631955237799187,0.37000000000000455,
2020-01-17,1579219200,65.11,65.55,64.89,65.503,24513,14,0,1,2020,4,2020-01-17,65.26325,65.22,0.28674999999999784,0.6599999999999966,,,,,,0.3329999999999984,0.3617500000000007,1.0171058714747983,0.3329999999999984,
2020-01-20,1579478400,66.0,66.03,65.24,65.453,13653,14,0,1,2020,0,2020-01-20,65.68075,65.63499999999999,0.34924999999999784,0.7900000000000063,,,,,,-0.04999999999999716,0.417500000000004,1.2109135499693537,0.04999999999999716,
2020-01-21,1579564800,65.54,65.63,64.35,64.783,24938,14,0,1,2020,1,2020-01-21,65.07575,64.99,0.5542499999999961,1.2800000000000011,,,,,,-0.6700000000000017,-0.605000000000004,1.9891219891219911,0.6700000000000017,
2020-01-22,1579651200,64.763,64.826,62.88,62.89,26107,14,0,1,2020,2,2020-01-22,63.839749999999995,63.852999999999994,0.9862499999999983,1.9459999999999908,,,,,,-1.8930000000000007,-1.2360000000000042,3.0947837150127078,1.8930000000000007,
2020-01-23,1579737600,62.873,62.91,61.48,62.35,32120,14,0,1,2020,3,2020-01-23,62.40324999999999,62.19499999999999,0.5067500000000038,1.4299999999999997,,,,,,-0.5399999999999991,-1.4365000000000023,2.3259596616785942,0.5399999999999991,
2020-01-24,1579824000,62.253,62.66,60.45,60.82,30473,14,0,1,2020,4,2020-01-24,61.54575,61.555,1.1142499999999984,2.2099999999999937,,,,,,-1.5300000000000011,-0.8574999999999946,3.6559139784946133,1.5300000000000011,
